THE TALE OF THE PRINCESS KA...,ONLY YESTERDAY,GRAVE OF THE FIREFLIES,THE FIRST SLAM DUNK,YOUR NAME,JUJUTSU KAISEN 0: THE MOVIE,DEMON SLAYER -KIMETSU NO YA...,KIKI'S DELIVERY SERVICE,IN THIS CORNER OF THE WORLD,SPIRITED AWAY,SUZUME,THE BOY AND THE HERON,BELLE,GHOST IN THE SHELL,THE SECRET WORLD OF ARRIETTY,THE RED TURTLE,PRINCESS MONONOKE,MILLENNIUM ACTRESS,MISS HOKUSAI,MY NEIGHBOR TOTORO,WHEN MARNIE WAS THERE,WEATHERING WITH YOU,TOKYO GODFATHERS,PONYO,INU-OH,AKIRA,MY HERO ACADEMIA: HEROES RI...,MARY AND THE WITCH'S FLOWER,THE WIND RISES,THE BOY AND THE BEAST,HOWL'S MOVING CASTLE,FROM UP ON POPPY HILL,METROPOLIS,PAPRIKA,DRAGON BALL SUPER: BROLY,PERFECT BLUE,LU OVER THE WALL,MAQUIA: WHEN THE PROMISED F...,EVANGELION:3.0+1.01 THRICE ...,PENGUIN HIGHWAY,"GOODBYE, DON GLEES!","JOSEE, THE TIGER AND THE FISH",ON-GAKU: OUR SOUND,MIND GAME,PRETTY GUARDIAN SAILOR MOON...,VIOLET EVERGARDEN: THE MOVIE,WINGS OF HONNEAMISE,SING A BIT OF HARMONY,MY HERO ACADEMIA: TWO HEROES,WORDS BUBBLE UP LIKE SODA POP,THE WONDERLAND,SUMMER GHOST,MOBILE SUIT GUNDAM: CUCURUZ...,BLUE GIANT,SWORD ART ONLINE THE MOVIE:...,RESIDENT EVIL: DAMNATION,PROMARE,CASTLE IN THE SKY,PORCO ROSSO,LUPIN III: THE FIRST,THE CASTLE OF CAGLIOSTRO,WOLF CHILDREN,ONE PIECE FILM RED,WHISPER OF THE HEART,A SILENT VOICE,SPY X FAMILY CODE: WHITE,ONE PIECE: STAMPEDE,DRAGON BALL SUPER: SUPER HERO,RIDE YOUR WAVE,A WHISKER AWAY,POMPO THE CINEPHILE,FORTUNE FAVORS LADY NIKUKO,THE END OF EVANGELION,"THE NIGHT IS SHORT, WALK ON...",NAUSICAÄ OF THE VALLEY OF T...,OCEAN WAVES,THE ANIMATRIX,NINJA SCROLL,THE CAT RETURNS,DRAGON BALL Z: BATTLE OF GODS,DAFT PUNK & LEIJI MATSUMOTO...,MY HERO ACADEMIA: WORLD HER...,POM POKO,MOBILE SUIT GUNDAM: HATHAWAY,THE GIRL WHO LEAPT THROUGH ...,POUPELLE OF CHIMNEY TOWN,DRAGON BALL Z: RESURRECTION F,LIZ AND THE BLUE BIRD,FLAVORS OF YOUTH,BATMAN NINJA,EVANGELION: 2.22 YOU CAN (N...,A LETTER TO MOMO,THE SKY CRAWLERS,STREET FIGHTER II: THE ANIM...,VIOLET EVERGARDEN,SWORD ART ONLINE THE MOVIE ...,SUMMER WARS,MY NEIGHBORS THE YAMADAS,VAMPIRE HUNTER D,TEKKONKINKREET
1,0.6595655626208499,0.7477337575224401,0.4672827172827173,0.5361300291038289,0.38414363414363417,0.3832833832833834,0.6375978759988403,0.6648050516342139,0.517062817510662,0.5218000447118676,0.5636227831833291,0.5384666885331933,0.5547371731627706,0.6714477020298962,0.6443903318903319,0.6174458134289342,0.6699036212778833,0.5772977022977024,0.5809181973453259,0.5407811648400839,0.5297681734742619,0.5779509428827139,0.5986180503501799,0.7324101453402685,0.5040155751602295,0.34024595735057983,0.4926149856226486,0.6596679647009085,0.510459623173763,0.5160277888465423,0.5628252069347032,0.39600677100677106,0.4857316387715068,0.4427269585466457,0.46519346435823583,0.3859667962638913,0.5792527096612685,0.4143634143634144,0.43714618714618714,0.4575813679405212,0.4667447283536109,0.6816090320871633,0.44536019536019533,0.44999444999445004,0.5278765692723328,0.3921957671957672,0.4813902676473649,0.34661650917366116,0.4279482535074779,0.5489170301552615,0.4445554445554445,0.4653671860779143,0.5054390054390054,0.46107973976863725,0.34196359196359194,0.4080571343399647,0.5178189566659286,0.5544385143318504,0.38002275502275507,0.528096903096903,0.5730355980192832,0.5262931512931512,0.5368006041806374,0.37975361516676687,0.30419729971910225,0.49435404598206656,0.4305984474149209,0.4557877979359827,0.4642504038838797,0.35470085470085466,0.5374574063647978,0.34465534465534475,0.5337271036154958,0.5634828304311728,0.5546536796536796,0.4459328586035727,0.5775399317116572,0.5036755299271567,0.416517523636885,0.4345598845598846,0.30401298316508285,0.5000056538780752,0.3545898545898546,0.4554780561569576,0.3548756536649017,0.43929681429681433,0.4319109702099555,0.4058532309476168,0.3894126737780963,0.32509157509157505,0.48141307531499467,0.38258064348260656,0.4272552292830091,0.44234083735390684,0.3389388389388389,0.5000560103106726,0.5526071893067186,0.46075825724773156,0.4477385556787912
0.6595655626208499,1,0.7520375612804231,0.41520332215820943,0.4417975900423339,0.40792755698770733,0.335700181188903,0.6807088514080799,0.5803080698056923,0.47965222852891165,0.42799256461997826,0.5912958518663127,0.5208264135308525,0.5235193387948275,0.5885033666720678,0.5757876382876383,0.5286047200596287,0.5894333180638366,0.6171094673914223,0.6205223045569153,0.6208206311517778,0.4084210099495801,0.4061453662635265,0.6228404186111861,0.40189127892211285,0.5238814367283573,0.354460288389538,0.48297589922012985,0.5115660694698985,0.34331815449358905,0.5335414882534059,0.6205267164250062,0.45156232656232653,0.4407253699026773,0.4267366712196137,0.4283775438658909,0.4504321433530314,0.47994259752272506,0.43523690177825514,0.4771943386605041,0.42322779700857494,0.5760964998184317,0.5785623063112137,0.49775168440581974,0.46982662283414167,0.40872924911564223,0.5254219464745781,0.5041745828885925,0.38375400177506214,0.41954892588115933,0.45796802273399617,0.46552799748288465,0.39564465208125643,0.5228146122882965,0.42272871766416886,0.32664371968883243,0.37558605599733996,0.5288236399465756,0.5907021052566291,0.428626626089032,0.6281004187959076,0.43518641254630486,0.5429310559949658,0.7216249451174469,0.3354211761052718,0.3306034056792041,0.4766704817138049,0.4617598028175276,0.5288985521550363,0.41183495241331325,0.3881066302118933,0.46048847962692596,0.43606147403139883,0.44058672392413,0.5404499340586453,0.5850780902472632,0.3934601099444188,0.42514550186399835,0.5847495949307022,0.464628387955792,0.4643578643578643,0.33360436761835865,0.6017776720846468,0.3388807516627066,0.44720569522871134,0.3526498496497441,0.48295074808232696,0.35726145697756007,0.4752536573697421,0.3394500659125558,0.36872999598563516,0.47200149019282533,0.34490085500555834,0.4378986820235292,0.3753650406352427,0.367455435124608,0.4032263139708945,0.5233656219065992,0.39574992012634513,0.3874288967153048
0.7477337575224401,0.7520375612804231,1,0.5081545855981946,0.5150048778899556,0.5038863392246851,0.4316589634258807,0.7045161703637224,0.6587488255319218,0.5250650301609946,0.48409824125154644,0.7294826185228839,0.5444931080693877,0.5123371312370979,0.5743466170961093,0.6304713804713804,0.6334863241128952,0.6781796650246954,0.5173647050526751,0.6610313356246494,0.5877219101188507,0.6077856595059166,0.5194417683258223,0.6155506268907418,0.5644782023405187,0.635345869655974,0.4410100975580292,0.4337956778662617,0.6937130486531895,0.4876919577815457,0.5648931847099591,0.5120186349010639,0.34819347319347327,0.46348171150617534,0.527744998737605,0.48387647954690005,0.37956213810585004,0.5378250618035234,0.5224953617810761,0.5338405537653658,0.5577648302672368,0.5306552007139876,0.6757306897185957,0.5079603771333094,0.4078190606386095,0.49852502327899884,0.5839596076438182,0.5389956345519803,0.4387100770942951,0.5010866370224657,0.49461333033610666,0.5448738187459992,0.49917787788916035,0.6142621163297854,0.5366444840251472,0.363741062613243,0.5081678090372437,0.6924123525507392,0.6877022116652486,0.47553420889887055,0.6934485835801625,0.4952107430004429,0.6328748006379585,0.6329161411142642,0.4562475115719412,0.4141033998341268,0.6052195407325888,0.5360985511616416,0.5011236148333355,0.4173162659454531,0.3261706756067658,0.4658957163369427,0.5029117707689137,0.43871204331986613,0.6321062112346403,0.6372130271566362,0.44404856658484904,0.5795722751485123,0.5255374591370706,0.5008613531696101,0.48712121212121207,0.3953650693324967,0.5409345203850979,0.3819931321811021,0.4302852246558918,0.40187352042375024,0.5200480910067375,0.376032627841388,0.493844253010596,0.4045900135100976,0.445784374355803,0.4273784565538231,0.438592253267149,0.5065372514471014,0.47579569730817284,0.31754955570745047,0.5661587193546543,0.4619067432980023,0.4846805528376966,0.5026015527579542
0.4672827172827173,0.41520332215820943,0.5081545855981946,1,0.5482117089259946,0.6323346244398875,0.6282890668229014,0.4532901517863924,0.49397858824550556,0.5124393776649416,0.625901875901876,0.605015108116612,0.5790429808286951,0.3725261476201326,0.4303613470906703,0.6670274170274171,0.49382859204287777,0.29993617493617486,0.4048501936659832,0.40036197094467774,0.5016003211491933,0.5970372359470104,0.6376262626262627,0.330095666655817,0.5592778433687524,0.45395455630418036,0.48373585478848635,0.355685073072291,0.44103119103119104,0.5261682761682761,0.4747815154770042,0.4662909980579154,0.25256687756687757,0.4179466523451486,0.5188283938283939,0.5459901105577797,0.3071981902808971,0.35214768523039197,0.5678072345365579,0.4979835953520164,0.6317419631329406,0.46067170089726484,0.5469233147804576,0.5740172943180462,0.5275670236196552,0.5339224685089348,0.5991537702064018,0.5698171294035956,0.4772938840608013,0.5145846217274789,0.4934588803009856,0.5232683982683983,0.674027058989465,0.5312775987588018,0.4959029066171923,0.5986291486291486,0.43645084030422376,0.411494645705172,0.43739489416181143,0.5188638533563346,0.35041459167399025,0.4465334060258872,0.6145161334071108,0.38213675422322047,0.5270305091733664,0.49744057112478157,0.6071851707190052,0.5699938428321887,0.4718135978474324,0.4583581518731894,0.38279654764617177,0.3724975317080581,0.4703015656023175,0.4628334906530396,0.30895230500493664,0.3104128014842301,0.48271404521404526,0.4883289121071076,0.31478045763760043,0.49054481441699493,0.5718975468975469,0.433269456107802,0.46017871017871015,0.5714266727424622,0.3900742115027829,0.4835756870531307,0.47896215104861717,0.38400587507730377,0.3580266955266955,0.47829774653082924,0.45213520815024577,0.39160550184986265,0.3918991200946088,0.4033354490121407,0.43722482613460056,0.43880127808699243,0.36630333951762517,0.2729562000238691,0.2809252568651066,0.3978127136021873
0.5361300291038289,0.4417975900423339,0.5150048778899556,0.5482117089259946,1,0.7685694213889702,0.5534849027330231,0.427907099754959,0.6221737614567342,0.5787556339227704,0.739286583684041,0.5532334288126695,0.6539483616057946,0.37194862046134025,0.6733686518657471,0.4441137566137566,0.5526079281220568,0.5267947136302662,0.7137813418828456,0.5439084134569111,0.5471925569849553,0.8367353759638121,0.5877362630493681,0.531397149166851,0.4641614570607565,0.38087708877463144,0.4821101375957785,0.4534816232337555,0.6144418009824535,0.4539893092489692,0.5582477544694937,0.5182247532915516,0.43141580641580646,0.5320800570695925,0.3755356432666217,0.5784305286636167,0.47357987942423374,0.49713409937766306,0.4914569974720351,0.7170879037420391,0.6639716162602959,0.5375947990450962,0.5351723622694395,0.5139008234872896,0.5226453579837038,0.684682255464889,0.611336032388664,0.5901495981890492,0.4771887577871785,0.5372869276867814,0.5547409653047299,0.7326324469181612,0.5308919530146289,0.655762241100587,0.5234680946583605,0.3956555349412493,0.4311442219379932,0.414791524331091,0.3888094373794937,0.6037690275472231,0.5164885970337099,0.6241231090184286,0.543422544456379,0.4949187905920852,0.7863041581969938,0.39130003037897776,0.44486784315491046,0.38931929343485294,0.6386676743707788,0.5988109047329637,0.665289847996615,0.7371345545177446,0.4220898566763228,0.5613100651515219,0.4098528851954727,0.47648680684394973,0.47572250896032997,0.4743937926122128,0.39841172846957984,0.3532516321355248,0.5996392496392497,0.3864651093702459,0.2703604957842852,0.4387993794008832,0.5958640733383712,0.42315557366336964,0.4307504421226226,0.6386345255609878,0.5166723329839688,0.44912363750774675,0.4039234992242511,0.653353930117431,0.48942040714669766,0.5033436027174776,0.5783669308151568,0.5852401566687281,0.5871193490242665,0.4235320633279882,0.28688892108998365,0.30081077637766396
0.38414363414363417,0.40792755698770733,0.5038863392246851,0.6323346244398875,0.7685694213889702,1,0.6388115852401567,0.3923840987750762,0.5729221592943398,0.5229618960821969,0.7730272651325283,0.6837194447156854,0.7294151233061008,0.3800411472403954,0.6551695797936399,0.5108826358826359,0.5013435916631406,0.4634948384948385,0.5552223361433888,0.4823130607905044,0.5835514109950201,0.8203417092514838,0.6502525252525253,0.5549038993587866,0.5707562639380821,0.4644770747214356,0.6356117566643882,0.4376361629181178,0.6045898545898546,0.5358807858807859,0.5537250865258385,0.5467383285052458,0.33920246420246414,0.5683187948225542,0.45161782661782657,0.5535051101780425,0.4605778515552952,0.4191864943744642,0.5664249910490512,0.710887066150224,0.7732168625025768,0.5277105100413371,0.5425335524959585,0.5696275320335471,0.4532524493050809,0.600961277653007,0.6713494108230951,0.6398634573446604,0.6172650240319413,0.6530520023001226,0.56889338731444,0.7331643502696135,0.6693980622552052,0.6664982260846922,0.634370287189836,0.45138224348750666,0.515394411353058,0.4934457355509987,0.5163384652106457,0.5978074244051688,0.5007867341513959,0.5969055485032929,0.5473558083520489,0.5355164154976184,0.7488312230793434,0.5731373889268626,0.5432715989106967,0.5028335177771268,0.6221857403248381,0.6117378131475877,0.6045972615521488,0.5942982456140351,0.4808240840195728,0.5417770617018737,0.31797106402369557,0.4607849439616357,0.5037578162578162,0.5672724831559418,0.39372402868643464,0.42663124260868623,0.5845238095238094,0.5137167865551324,0.316045066045066,0.5075131009341536,0.5404463539801886,0.5655267768989574,0.4150485792403086,0.5343780175547093,0.47065295815295816,0.48581274615109205,0.46265772656750104,0.5449851631242608,0.47234645054193936,0.5537075914895464,0.5176721565819311,0.5177448491358265,0.5881040534236024,0.3518997710727033,0.2884402564853694,0.41120500976960317
0.3832833832833834,0.335700181188903,0.4316589634258807,0.6282890668229014,0.5534849027330231,0.6388115852401567,1,0.3930282958478448,0.5021377849385368,0.5236060931549653,0.5561389946728292,0.5382597456845577,0.5125268528464018,0.4521139157417353,0.5129566340092655,0.5949675324675325,0.4305592173073376,0.31034243534243544,0.4130093903590144,0.34010011500613013,0.4413384652106457,0.606700192038538,0.5511544011544012,0.4126909535744122,0.567443919716647,0.39369270036563264,0.5648273823085854,0.5097089314194577,0.5283605283605284,0.5365745365745367,0.411512140741464,0.40452538272087146,0.3398962148962149,0.49753442046675134,0.45231157731157734,0.4112921643936681,0.3897934771994923,0.41983069144723284,0.5638224348750664,0.5686741203658496,0.5563285920428778,0.5283547071141056,0.4717491781401556,0.5702717291063156,0.45064989313109616,0.5335782638414217,0.5181970076706919,0.4944037583135328,0.5464806496761384,0.5108390565157482,0.4175724859935386,0.5877046512384858,0.5987682951968667,0.5210385270535647,0.5635859128340331,0.4520264405602752,0.5160386084258265,0.4226613611951958,0.37412551942627126,0.4555944786207944,0.3585737883670215,0.45469260271891854,0.5447532521780643,0.32187489828467275,0.6066182772949691,0.5705348327528779,0.5473171565276829,0.5002309616031421,0.4799727945404637,0.4695248673632132,0.5305661339495926,0.44883854658290745,0.4814682810923412,0.4709926873460708,0.3186152610964641,0.39000056960583274,0.5052609427609427,0.49648810880013894,0.3229396543306319,0.42727543968145476,0.48542568542568554,0.5111142303811476,0.31673881673881676,0.5081572980069221,0.3982334081958142,0.4947424025431545,0.415692776313077,0.4635936431989064,0.4715548340548341,0.48645694322386057,0.46330192364026945,0.33134364591131515,0.4015620761861364,0.411494645705172,0.4502891427703458,0.4437137215332704,0.4458911076392279,0.28111539671690033,0.28908445355813783,0.5029339878622174
0.6375978759988403,0.6807088514080799,0.7045161703637224,0.4532901517863924,0.427907099754959,0.3923840987750762,0.3930282958478448,1,0.5717391654407715,0.7089504024527402,0.5744985695459941,0.6154562905463621,0.5408167813115707,0.5192766895329542,0.6252862928168201,0.6990740740740742,0.58103626162755,0.5733144157548874,0.5039865627271642,0.7998223363322242,0.6684315482733143,0.38182619023563946,0.4355118269851511,0.7287889419813485,0.43554068863008955,0.44643817544162057,0.40771975873706545,0.5928155321274122,0.4725440519188534,0.553451283603731,0.6754763858228496,0.5916756414765801,0.4884421134421134,0.4786109558318409,0.4053505949752385,0.5089346071029264,0.5812112154860132,0.5093190382853793,0.5550355868025041,0.438632837505018,0.5345335953293912,0.5120253315636039,0.5303876962941121,0.5370992416105198,0.5151892176328267,0.4299853165782609,0.553235361130098,0.5269859744608301,0.4127314395225843,0.5323617301031389,0.5710824232880278,0.437958261454502,0.46017707136632635,0.42231254543284613,0.41907549950219736,0.40988672981154184,0.45925338704133145,0.7221442973688651,0.6066901984006954,0.39072749514478833,0.5339665451507556,0.55933383585276375,0.5242585630743526,0.6761654358721625,0.34595634383594787,0.40491540871183274,0.4488402256553736,0.41183068990840443,0.5133883561909698,0.4820969144130025,0.4318401523288742,0.4555912704289453,0.5609621998719743,0.5297667810627225,0.7611405784625578,0.5524063134025541,0.4064571205401353,0.400165147887645,0.7319949688296244,0.394144469598533,0.4361111111111111,0.359672360604926,0.6600790185898144,0.3686149898555914,0.5490073730419518,0.5124894825570264,0.43524137725265544,0.43902296775023764,0.4173748068203379,0.28166352991468135,0.500433442914646,0.5111611160767577,0.4515825931759988,0.38897641195363253,0.4369528399448661,0.4946476038581302,0.42937249837692504,0.58901753591297,0.31399833224892637,0.44384171891943747
0.6648050516342139,0.5803080698056923,0.6587488255319218,0.49397858824550556,0.6221737614567342,0.5729221592943398,0.5021377849385368,0.5717391654407715,1,0.5065903964752161,0.5216042807755105,0.6013267249354799,0.5387086018199043,0.5104860114774631,0.6116321039617192,0.6731752044252044,0.5551148320721182,0.5908258311587803,0.6965858911347633,0.4667293862663746,0.5365496144630753,0.6281129401438877,0.5415599135934248,0.48770709276072555,0.5157029656489953,0.5568234216857032,0.4977184027706405,0.5491465421252373,0.6855300148921211,0.4888346075852269,0.5092940245083195,0.6073161482552274,0.5659340659340659,0.4970900630054301,0.5682643334131827,0.5254569153728936,0.49200265357917994,0.5776608435065065,0.59265574650913,0.6210077412145081,0.5530889161041587,0.5494977528943383,0.5746945072454539,0.5417733999500917,0.6272454675650164,0.6138159161520551,0.5094845213266266,0.5185606320539524,0.4984132841454251,0.5262047570520246,0.5370198272957635,0.6229468422137594,0.45572353857277736,0.6088048855905999,0.5213336406240233,0.30107913181221446,0.506681487464839,0.45836405498936816,0.4479052995457742,0.4437164339419979,0.4958917857414098,0.6080181072353066,0.7167032841844871,0.4769229359178152,0.5762981964757901,0.46054952045451725,0.6453097803291652,0.5793353396020007,0.5667596858458903,0.5665003549860756,0.5528563020104373,0.6838521049881738,0.5462477893868871,0.558027615621951,0.5033236824347711,0.45778759669737124,0.5574995273766428,0.48932268341138907,0.45620120412275766,0.5536447069039523,0.5411796536796537,0.4643164278638041,0.47687758492213317,0.42160392865280083,0.5939723175388946,0.41882049255485154,0.6278407056602545,0.586886829267161,0.5105706301407458,0.3958411879781758,0.52127871084638,0.5816865455147844,0.532910806090966,0.45006115318790685,0.4450569708295504,0.5427314227126258,0.6003889441968777,0.44142621696481676,0.29742415587562976,0.42825137088285536
0.517062817510662,0.47965222852891165,0.5250650301609946,0.5124393776649416,0.5787556339227704,0.5229618960821969,0.5236060931549653,0.7089504024527402,0.5065903964752161,1,0.6807876686441158,0.6672667887236228,0.5931818728697243,0.47913511458596114,0.65731047801846,0.7562229437229437,0.6648985410145167,0.49973695559540776,0.6221442404713082,0.7902006971931471,0.6204841571941919,0.4935246814752654,0.49556281806930613,0.6672998225134765,0.41023805898917554,0.3583985111289173,0.42173890838280437,0.6269449804869469,0.5137909693545215,0.693760481494186,0.8386480354716217,0.593999834931638,0.5411949161949162,0.5380268817727256,0.3636294003832784,0.5492533864246012,0.5867762329079962,0.5726150004905034,0.6034653733901854,0.5493970315398887,0.591557780531031,0.5187784236877107,0.4165827442816685,0.7317875315995617,0.5602176436762902,0.5210176969317942,0.625703536229852,0.5267216940096084,0.40372229047896624,0.5627678287996218,0.693764522999027,0.5544152589265372,0.5632400220472689,0.5557763456259697,0.41026891385185194,0.37328250279378106,0.5069990483946666,0.7533143845084297,0.5262989618071447,0.3660280300317894,0.5417346125052892,0.6176732395066857,0.5947971931994489,0.5993151621993436,0.46786444702940133,0.3788308734198089,0.4816070233530805,0.3767694632776949,0.6232526595576109,0.5415128403538872,0.5772087144267596,0.5209487889639184,0.5947042932005338,0.6451242995976957,0.7136221948297872,0.5731613937441006,0.44857345260134796,0.49067119582774266,0.7156533190129335,0.34473564692130265,0.5380230880230881,0.3737129277763195,0.4334370088334769,0.48677266759973536,0.5866593828899893,0.5955662993376137,0.4105419121396565,0.43274332027162943,0.43854538919958075,0.33293787195392055,0.5505639097744361,0.5912844002286954,0.4923239159152113,0.42124874625456044,0.46799570160218273,0.6366148054117979,0.49161775412451847,0.5675687079664798,0.3031663243055136,0.4435567005274974
